SUPPLIER,PRODUCT_PART_NUMBER,PACKAGING_DESCR,MARKETING_STATUS,ROHS_COMPLIANCE_GRADE,PRODUCT_URL,PARAMETRICS_URL,DATASHEET_URL,KEY_FEATURES,SHORT_DESCRIPTION,PB_FREE,EU_ROHS,HALOGEN_FREE,RHF_INDICATOR,REACH_SVHC
NXP,MIMXRT117HDVMABPackage :LFBGA289,MIMXRT117HDVMAB(935464793557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117HDVMAAPackage :LFBGA289,MIMXRT117HDVMAA(935421526557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117HCVM8BPackage :LFBGA289,MIMXRT117HCVM8B(935464754557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117HCVM8APackage :LFBGA289,MIMXRT117HCVM8A(935421525557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117HAVM8BPackage :LFBGA289,MIMXRT117HAVM8B(935464761557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117FDVMABPackage :LFBGA289,MIMXRT117FDVMAB(935464792557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117FDVMAAPackage :LFBGA289,MIMXRT117FDVMAA(935421523557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117FCVM8BPackage :LFBGA289,MIMXRT117FCVM8B(935464753557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117FCVM8APackage :LFBGA289,MIMXRT117FCVM8A(935421522557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117FAVM8BPackage :LFBGA289,MIMXRT117FAVM8B(935464759557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CDVMABPackage :LFBGA289,MIMXRT117CDVMAB(935464789557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CDVMAAPackage :LFBGA289,MIMXRT117CDVMAA(935450812557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CCVM8BPackage :LFBGA289,MIMXRT117CCVM8B(935464752557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CCVM8APackage :LFBGA289,MIMXRT117CCVM8A(935450811557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CAVM8BPackage :LFBGA289,MIMXRT117CAVM8B(935464652557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT117CAVM8APackage :LFBGA289,MIMXRT117CAVM8A(935463441557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176DVMABPackage :LFBGA289,MIMXRT1176DVMAB(935464787557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176DVMAAPackage :LFBGA289,MIMXRT1176DVMAA(935416205557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176CVM8BPackage :LFBGA289,MIMXRT1176CVM8B(935464751557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176CVM8APackage :LFBGA289,MIMXRT1176CVM8A(935416204557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176AVM8BPackage :LFBGA289,MIMXRT1176AVM8B(935464651557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1176AVM8APackage :LFBGA289,MIMXRT1176AVM8A(935416203557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175DVMABPackage :LFBGA289,MIMXRT1175DVMAB(935464785557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175DVMAAPackage :LFBGA289,MIMXRT1175DVMAA(935416782557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175CVM8BPackage :LFBGA289,MIMXRT1175CVM8B(935464748557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175CVM8APackage :LFBGA289,MIMXRT1175CVM8A(935416781557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175AVM8BPackage :LFBGA289,MIMXRT1175AVM8B(935464649557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1175AVM8APackage :LFBGA289,MIMXRT1175AVM8A(935416779557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1173CVM8BPackage :LFBGA289,MIMXRT1173CVM8B(935464735557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1173CVM8APackage :LFBGA289,MIMXRT1173CVM8A(935416778557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172DVMABPackage :LFBGA289,MIMXRT1172DVMAB(935464781557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172DVMAAPackage :LFBGA289,MIMXRT1172DVMAA(935416777557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172CVM8BPackage :LFBGA289,MIMXRT1172CVM8B(935464734557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172CVM8APackage :LFBGA289,MIMXRT1172CVM8A(935416776557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172AVM8BPackage :LFBGA289,MIMXRT1172AVM8B(935464648557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1172AVM8APackage :LFBGA289,MIMXRT1172AVM8A(935416775557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171DVMABPackage :LFBGA289,MIMXRT1171DVMAB(935464777557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171DVMAAPackage :LFBGA289,MIMXRT1171DVMAA(935416774557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171CVM8BPackage :LFBGA289,MIMXRT1171CVM8B(935464733557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171CVM8APackage :LFBGA289,MIMXRT1171CVM8A(935416773557),Not Recommended for New Designs,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171AVM8BPackage :LFBGA289,MIMXRT1171AVM8B(935464647557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1171AVM8APackage :LFBGA289,MIMXRT1171AVM8A(935416772557),Active,,https://www.nxp.com/products/i.MX-RT1170,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/application-note/AN12892.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1189XVM8CPackage :LFBGA289,MIMXRT1189XVM8C(935464717557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1189KVM8CPackage :LFBGA289,MIMXRT1189KVM8C(935464718557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1189JVM8CPackage :LFBGA289,MIMXRT1189JVM8C(935464719557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1189CVM8CPackage :LFBGA289,MIMXRT1189CVM8C(935464721557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1187XVM8CPackage :LFBGA289,MIMXRT1187XVM8C(935464723557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1187KVM8CPackage :LFBGA289,MIMXRT1187KVM8C(935464724557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1187JVM8CPackage :LFBGA289,MIMXRT1187JVM8C(935464725557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1187CVM8CPackage :LFBGA289,MIMXRT1187CVM8C(935464726557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1186XVJ8CPackage :LFBGA196,MIMXRT1186XVJ8C(935465062557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1186CVJ8CPackage :LFBGA196,MIMXRT1186CVJ8C(935465046557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1182XVP2CPackage :LFBGA144,MIMXRT1182XVP2C(935464738557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1182CVP2CPackage :LFBGA144,MIMXRT1182CVP2C(935464742557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1181XVP2CPackage :LFBGA144,MIMXRT1181XVP2C(935464743557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT1181CVP2CPackage :LFBGA144,MIMXRT1181CVP2C(935464746557),Active,,https://www.nxp.com/products/i.MX-RT1180,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT1180EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT595SFFOCPackage :FOWLP249,MIMXRT595SFFOC(935416245557),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT595SFAWCPackage :WLCSP141,MIMXRT595SFAWCR(935420326019),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT555SFFOCPackage :FOWLP249,MIMXRT555SFFOC(935416244557),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT555SFAWCPackage :WLCSP141,MIMXRT555SFAWCR(935420325019),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT533SFFOCPackage :FOWLP249,MIMXRT533SFFOC(935416243557),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT533SFAWCPackage :WLCSP141,MIMXRT533SFAWCR(935420324019),Active,,https://www.nxp.com/products/i.MX-RT500,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT500EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT685SFVKBPackage :VFBGA176,MIMXRT685SFVKB(935400264557),Active,,https://www.nxp.com/products/i.MX-RT600,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RT600.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT685SFFOBPackage :FOWLP249,MIMXRT685SFFOB(935405452557),Active,,https://www.nxp.com/products/i.MX-RT600,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RT600.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT685SFAWBPackage :WLCSP114,MIMXRT685SFAWBR(935405912019),Active,,https://www.nxp.com/products/i.MX-RT600,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RT600.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT633SFFOBPackage :FOWLP249,MIMXRT633SFFOB(935397022557),Active,,https://www.nxp.com/products/i.MX-RT600,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RT600.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT798SGFOBPackage :FOWLP324,MIMXRT798SGFOB(935465604557),Active,,https://www.nxp.com/products/i.MX-RT700,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT700EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT798SGAWBPackage :WLCSP256,MIMXRT798SGAWBR(935465607019),Active,,https://www.nxp.com/products/i.MX-RT700,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT700EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT758SGFOBPackage :FOWLP324,MIMXRT758SGFOB(935465605557),Active,,https://www.nxp.com/products/i.MX-RT700,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT700EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MIMXRT758SGAWBPackage :WLCSP256,MIMXRT758SGAWBR(935465608019),Active,,https://www.nxp.com/products/i.MX-RT700,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/IMXRT700EC.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
